EmployeeID	Gender	Gender Identity	Race/Ethnicity	Veteran	Disability	Education	Sexual Orientation
101004	female	female	White	0	0	Undergraduate	Heterosexual
101005	male	male		0	1	Undergraduate	Missing
101006	male	male	Hispanic or Latino	0	0	High School	Missing
101007	male	Prefer not to say	White	0	0	Graduate	Heterosexual
101008	female	female	White	0	0	Graduate	Heterosexual
101009	female	female	Asian	0	0	Graduate	Heterosexual
101010	male	male	White	0	0	Undergraduate	Missing
101011	female	female	White	0	0	Graduate	Heterosexual
101012	female	female	White	0	0	Undergraduate	Missing
101013	female	female	Asian	0	0	PhD	Lesbian
101014	male	male	White	0	0	Undergraduate	Missing
101015	male	male		0	0	Some College	Other LGBTQ+
101016	female	female	White	0	0	Undergraduate	Heterosexual
101017	female	female	White	0	0	Undergraduate	Heterosexual
101018	female	Prefer not to say		0	0	Undergraduate	Heterosexual
101019	male	male		0	0	High School	Missing
101020	female	female	White	0	0	Undergraduate	Heterosexual
101021	male	male	Asian	0	0	Some College	Other LGBTQ+
101022	male	Non-binary/third gender	White	1	0	Undergraduate	Heterosexual
101023	female	female	White	0	0	Undergraduate	Missing
101024	male	male	Asian	0	0	Undergraduate	Heterosexual
101025	male	male	Asian	0	0	Graduate	Heterosexual
101026	male	male		0	0	Graduate	Heterosexual
101027	male	male		0	0	Undergraduate	Heterosexual
101028	male	Non-binary/third gender	White	0	0	Undergraduate	Heterosexual
101029	male	male	Asian	0	0	Undergraduate	Heterosexual
101030	male	male	White	0	0	Undergraduate	Heterosexual
101031	male	male	Asian	0	0	Undergraduate	Heterosexual
101032	male	Prefer not to say	White	0	0	Some College	Bisexual
101033	female	female	Asian	1	0	Graduate	Heterosexual
101034	male	male	White	0	0	Undergraduate	Heterosexual
101035	female	female		0	0	Undergraduate	Heterosexual
101036	female	female	White	0	0	High School	Missing
101037	female	female	Asian	0	0	Undergraduate	Heterosexual
101038	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101039	male	male	White	0	0	Undergraduate	Heterosexual
101040	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101041	female	female	White	0	0	Some College	Bisexual
101042	female	female	White	0	0	High School	Missing
101043	male	male	Black or African American	0	0	Undergraduate	Heterosexual
101044	female	female	Asian	0	0	Undergraduate	Heterosexual
101045	male	male	White	1	0	Undergraduate	Heterosexual
101046	male	male	White	0	0	Undergraduate	Heterosexual
101047	male	male	Asian	0	0	Undergraduate	Heterosexual
101048	male	male		0	0	Undergraduate	Heterosexual
101049	male	male		0	0	Undergraduate	Heterosexual
101050	female	female	Asian	0	0	High School	Missing
101051	male	male	Hispanic or Latino	0	0	High School	Missing
101052	male	male	Asian	0	0	Undergraduate	Heterosexual
101053	female	female	Asian	0	0	Undergraduate	Heterosexual
101054	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101055	male	male	Hispanic or Latino	0	0	PhD	Gay
101056	male	male	White	0	0	Undergraduate	Heterosexual
101057	female	female	White	0	0	Undergraduate	Heterosexual
101058	male	male	Asian	1	0	Undergraduate	Heterosexual
101059	male	Non-binary/third gender	Asian	0	0	Undergraduate	Heterosexual
101060	male	male	White	0	0	High School	Missing
101061	male	male	Asian	0	0	Undergraduate	Heterosexual
101062	female	female	White	1	1	Undergraduate	Heterosexual
101063	female	female	White	0	0	Undergraduate	Missing
101064	male	male	White	0	0	Undergraduate	Missing
101065	male	male	Two or More Races	0	0	Undergraduate	Heterosexual
101066	female	female	Asian	0	0	Undergraduate	Heterosexual
101067	male	male		0	0	Undergraduate	Heterosexual
101068	male	male	White	0	0	Undergraduate	Heterosexual
101069	female	female	Hispanic or Latino	0	0	Some College	Bisexual
101070	female	female	White	0	0	Undergraduate	Heterosexual
101071	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101072	male	male	Asian	0	0	PhD	Gay
101073	female	female	Asian	0	0	Undergraduate	Heterosexual
101074	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101075	male	male		0	0	Undergraduate	Heterosexual
101076	male	male		0	0	Graduate	Heterosexual
101077	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101078	male	male	Asian	0	0	Graduate	Heterosexual
101079	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101080	male	male	Asian	0	0	Undergraduate	Heterosexual
101081	male	male	Black or African American	0	0	Undergraduate	Heterosexual
101082	male	male	Asian	0	0	High School	Missing
101083	male	male		0	0	High School	Missing
101084	female	female		0	0	Some College	Bisexual
101085	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101086	female	female	Asian	0	1	Undergraduate	Heterosexual
101087	female	female	Asian	0	0	Undergraduate	Missing
101088	male	male	Asian	0	0	Undergraduate	Heterosexual
101089	male	male	Asian	0	0	Graduate	Heterosexual
101090	female	female	White	0	0	Undergraduate	Heterosexual
101091	female	female	Asian	0	0	High School	Missing
101092	male	male	Asian	0	0	Undergraduate	Heterosexual
101093	female	female	Asian	0	0	Undergraduate	Missing
101094	female	female	White	0	0	Graduate	Heterosexual
101095	male	male	Black or African American	0	0	Undergraduate	Heterosexual
101096	female	female	Asian	1	0	Undergraduate	Heterosexual
101097	female	female	Black or African American	0	1	Graduate	Heterosexual
101098	female	Prefer to self-describe	White	0	0	Graduate	Heterosexual
101099	male	Non-binary/third gender	White	0	0	Some College	Other LGBTQ+
101100	female	female	White	0	0	Some College	Lesbian
101101	male	male	White	0	0	High School	Missing
101102	male	male	Hispanic or Latino	0	0	High School	Missing
101103	female	Non-binary/third gender	Asian	0	0	Undergraduate	Heterosexual
101104	male	male	White	0	0	Some College	Bisexual
101105	male	male		0	0	Undergraduate	Heterosexual
101106	male	male	White	0	0	Graduate	Heterosexual
101107	male	male	White	0	0	High School	Missing
101108	female	female	White	0	0	Undergraduate	Heterosexual
101109	male	male	Asian	1	0	High School	Missing
101110	male	male		0	0	Undergraduate	Heterosexual
101111	female	female		0	0	High School	Missing
101112	female	female	White	0	0	Graduate	Heterosexual
101113	male	male	White	0	0	High School	Missing
101114	female	female	Two or More Races	0	0	Undergraduate	Heterosexual
101115	male	male	White	0	0	Undergraduate	Heterosexual
101116	male	male	Asian	0	0	Undergraduate	Heterosexual
101117	female	female		0	0	High School	Missing
101118	male	male	Asian	0	0	Undergraduate	Heterosexual
101119	female	female	Two or More Races	1	0	Undergraduate	Heterosexual
101120	female	female	White	0	0	High School	Missing
101121	male	male	White	0	1	Undergraduate	Heterosexual
101122	female	female	White	0	0	Undergraduate	Heterosexual
101123	male	male	White	0	0	High School	Missing
101124	male	male	Asian	0	0	Undergraduate	Heterosexual
101125	male	male	White	0	0	Undergraduate	Missing
101126	female	Prefer not to say		0	0	Graduate	Heterosexual
101127	female	female	White	0	0	Undergraduate	Heterosexual
101128	female	female	White	0	0	PhD	Lesbian
101129	male	male	White	0	0	Undergraduate	Heterosexual
101130	male	Prefer not to say		1	0	Undergraduate	Heterosexual
101131	female	Prefer not to say		0	0	Undergraduate	Heterosexual
101132	male	male	Asian	0	0	Some College	Other LGBTQ+
101133	female	female	Asian	0	0	Undergraduate	Heterosexual
101134	male	male	White	0	0	Undergraduate	Heterosexual
101135	female	female	Asian	0	0	Undergraduate	Heterosexual
101136	male	male	White	0	0	High School	Missing
101137	female	female	Asian	0	0	High School	Missing
101138	male	male	White	0	0	High School	Missing
101139	male	Prefer not to say	White	0	0	High School	Missing
101140	female	female	Hispanic or Latino	0	0	High School	Missing
101141	female	female		0	0	Some College	Bisexual
101142	male	male		0	0	Undergraduate	Missing
101143	female	female	Black or African American	0	0	Undergraduate	Heterosexual
101144	female	female	White	0	0	Undergraduate	Heterosexual
101145	female	female	Asian	0	0	Graduate	Heterosexual
101146	female	female	White	0	0	Undergraduate	Heterosexual
101147	male	male	Asian	0	0	Undergraduate	Heterosexual
101148	male	male	Asian	0	0	Undergraduate	Heterosexual
101149	female	female	White	0	0	Graduate	Heterosexual
101150	male	male	Asian	0	0	Some College	Other LGBTQ+
101151	female	Prefer not to say		0	0	High School	Missing
101152	female	female	White	0	1	Undergraduate	Heterosexual
101153	female	female	Asian	0	0	Undergraduate	Heterosexual
101154	male	male	Asian	0	0	Graduate	Heterosexual
101155	male	male	Asian	1	0	Graduate	Heterosexual
101156	female	female	White	1	0	High School	Missing
101157	female	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
101158	male	male	White	0	0	Undergraduate	Missing
101159	male	male	White	0	0	Undergraduate	Heterosexual
101160	male	male	Asian	0	0	Undergraduate	Heterosexual
101161	female	Non-binary/third gender	White	0	0	High School	Missing
101162	female	female	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101163	male	male	White	0	0	Undergraduate	Missing
101164	female	female	Asian	0	0	Undergraduate	Missing
101165	male	male		0	0	High School	Missing
101166	female	female		0	0	Undergraduate	Heterosexual
101167	male	male	White	0	0	High School	Missing
101168	female	female	White	0	0	Some College	Other LGBTQ+
101169	male	male	Asian	0	0	Undergraduate	Heterosexual
101170	male	male	Asian	0	0	High School	Missing
101171	male	male	Asian	0	0	Undergraduate	Missing
101172	male	male		1	0	High School	Missing
101173	male	male		0	0	Undergraduate	Heterosexual
101174	male	male	White	0	0	High School	Missing
101175	female	female	White	0	0	Undergraduate	Heterosexual
101176	male	male	White	0	0	Undergraduate	Heterosexual
101177	male	male	White	0	0	Some College	Gay
101178	female	female	White	0	0	High School	Missing
101179	male	male	Asian	0	0	Undergraduate	Heterosexual
101180	male	male	White	0	0	Undergraduate	Heterosexual
101181	female	female	White	0	0	Undergraduate	Heterosexual
101182	male	male	Asian	0	0	High School	Missing
101183	female	female	White	0	0	High School	Missing
101184	male	male	White	0	0	Undergraduate	Heterosexual
101185	male	male	White	0	0	Graduate	Heterosexual
101186	male	male		0	0	High School	Missing
101187	female	female	Asian	0	0	Graduate	Heterosexual
101188	male	Prefer not to say	Asian	0	0	High School	Missing
101189	male	male	White	0	0	Graduate	Heterosexual
101190	female	female	Asian	0	0	Some College	Bisexual
101191	male	male	White	0	0	Undergraduate	Heterosexual
101192	male	male	White	0	0	High School	Missing
101193	female	female	White	0	0	Graduate	Heterosexual
101194	female	female	White	0	0	Undergraduate	Heterosexual
101195	female	female	Asian	0	0	Graduate	Heterosexual
101196	male	male	White	0	0	Undergraduate	Heterosexual
101197	male	male	White	0	0	Undergraduate	Heterosexual
101198	female	female	White	0	0	Undergraduate	Heterosexual
101199	female	Non-binary/third gender		0	0	Graduate	Heterosexual
101200	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101201	male	male	Asian	0	0	Undergraduate	Heterosexual
101202	male	male	White	0	0	Graduate	Heterosexual
101203	male	male	White	0	0	Some College	Other LGBTQ+
101204	male	male	White	0	0	Undergraduate	Heterosexual
101205	male	male	White	0	0	Undergraduate	Heterosexual
101206	male	male	White	0	0	Undergraduate	Heterosexual
101207	female	female	Hispanic or Latino	0	0	High School	Missing
101208	male	Non-binary/third gender	White	0	0	Undergraduate	Heterosexual
101209	male	male	Asian	0	0	High School	Missing
101210	male	male	White	0	0	PhD	Gay
101211	male	male	White	0	0	Undergraduate	Heterosexual
101212	female	female	Asian	0	0	Undergraduate	Heterosexual
101213	female	female	White	0	0	Undergraduate	Heterosexual
101214	male	male	Asian	0	1	Undergraduate	Heterosexual
101215	male	male	White	0	0	High School	Missing
101216	male	male	Asian	0	0	Undergraduate	Heterosexual
101217	female	female	White	0	1	Undergraduate	Heterosexual
101218	female	female	White	0	0	Undergraduate	Heterosexual
101219	male	Non-binary/third gender	Asian	0	0	Some College	Bisexual
101220	male	male	White	1	0	Undergraduate	Heterosexual
101221	male	male	White	0	1	Some College	Gay
101222	male	male	White	0	0	High School	Missing
101223	male	male	White	0	0	Undergraduate	Heterosexual
101224	male	male	White	0	0	Undergraduate	Missing
101225	male	male	Asian	0	0	Undergraduate	Heterosexual
101226	male	male	White	0	0	Undergraduate	Heterosexual
101227	male	male	Asian	0	0	Undergraduate	Heterosexual
101228	male	male	Asian	0	0	Undergraduate	Heterosexual
101229	male	male	Asian	0	0	Some College	Other LGBTQ+
101230	female	female	White	0	0	Undergraduate	Heterosexual
101231	female	female	Asian	0	0	Graduate	Heterosexual
101232	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101233	male	male	Black or African American	0	0	Undergraduate	Heterosexual
101234	female	Prefer to self-describe	White	1	0	Undergraduate	Heterosexual
101235	male	male	Asian	0	0	Undergraduate	Heterosexual
101236	male	Prefer to self-describe	White	0	0	High School	Missing
101237	male	male		0	0	Undergraduate	Heterosexual
101238	female	female	Asian	0	0	High School	Missing
101239	male	male	Asian	0	0	Undergraduate	Heterosexual
101240	male	male	Asian	0	0	High School	Missing
101241	female	female	White	0	0	Undergraduate	Heterosexual
101242	male	male	Asian	0	0	Undergraduate	Heterosexual
101243	male	male	White	0	0	PhD	Gay
101244	female	female	Asian	0	0	Undergraduate	Missing
101245	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101246	female	female	White	0	0	High School	Missing
101247	male	male	Hispanic or Latino	1	0	Undergraduate	Heterosexual
101248	female	female	White	0	0	High School	Missing
101249	female	female	White	0	0	Undergraduate	Heterosexual
101250	female	female	White	0	0	Undergraduate	Missing
101251	male	male	Asian	0	0	Undergraduate	Heterosexual
101252	female	female	White	0	0	Undergraduate	Heterosexual
101253	male	male	White	0	0	Undergraduate	Heterosexual
101254	female	female	White	0	0	Undergraduate	Heterosexual
101255	female	female	White	0	0	Undergraduate	Heterosexual
101256	male	male	Asian	0	0	High School	Missing
101257	female	female	White	0	0	Undergraduate	Heterosexual
101258	female	female	White	0	0	Graduate	Heterosexual
101259	male	male	White	0	0	Undergraduate	Heterosexual
101260	male	male	White	0	0	Some College	Other LGBTQ+
101261	male	male		0	0	High School	Missing
101262	male	Prefer not to say		0	0	Undergraduate	Missing
101263	female	female		0	0	Undergraduate	Heterosexual
101264	female	female	Asian	0	0	Undergraduate	Heterosexual
101265	female	Prefer to self-describe	White	0	0	Undergraduate	Heterosexual
101266	male	male	Asian	0	0	Some College	Gay
101267	female	female	White	0	0	Undergraduate	Heterosexual
101268	male	male	White	0	0	High School	Missing
101269	male	male	Asian	0	0	High School	Missing
101270	female	female	Asian	0	0	Undergraduate	Heterosexual
101271	female	female	White	0	0	Undergraduate	Missing
101272	female	female	White	0	0	Undergraduate	Heterosexual
101273	female	female	White	0	0	Undergraduate	Heterosexual
101274	female	female	White	0	1	Undergraduate	Heterosexual
101275	female	female	White	0	0	Undergraduate	Missing
101276	male	male	White	0	0	Undergraduate	Heterosexual
101277	male	male	Asian	0	0	Some College	Bisexual
101278	female	female	White	0	0	Undergraduate	Heterosexual
101279	male	male	White	0	0	Undergraduate	Heterosexual
101280	female	female	White	0	0	Undergraduate	Heterosexual
101281	male	male	Black or African American	0	0	Undergraduate	Heterosexual
101282	female	female	White	0	0	Graduate	Heterosexual
101283	male	male	White	0	0	High School	Missing
101284	female	Non-binary/third gender	White	0	0	Graduate	Heterosexual
101285	male	male	White	0	0	Undergraduate	Heterosexual
101286	female	female	Hispanic or Latino	0	0	Undergraduate	Missing
101287	male	male	Asian	0	0	Undergraduate	Heterosexual
101288	female	female	White	1	0	High School	Missing
101289	female	female	White	0	0	Some College	Other LGBTQ+
101290	male	male	Asian	0	0	Some College	Other LGBTQ+
101291	female	female	White	0	0	Undergraduate	Heterosexual
101292	female	female	Asian	0	0	Undergraduate	Heterosexual
101293	female	female	Asian	0	0	Undergraduate	Heterosexual
101294	male	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
101295	female	female	White	0	0	Undergraduate	Heterosexual
101296	female	female	White	0	0	Undergraduate	Heterosexual
101297	female	female	White	0	0	High School	Missing
101298	male	Prefer not to say	White	0	0	Some College	Other LGBTQ+
101299	male	male	Asian	0	0	Undergraduate	Heterosexual
101300	female	female	White	0	0	Undergraduate	Heterosexual
101301	female	female	White	0	0	High School	Missing
101302	female	female	Asian	0	0	Undergraduate	Heterosexual
101303	female	female	Asian	1	0	Undergraduate	Heterosexual
101304	female	female	White	0	0	PhD	Lesbian
101305	female	female	White	1	0	Undergraduate	Heterosexual
101306	female	female	White	0	0	High School	Missing
101307	male	male	White	0	0	Undergraduate	Heterosexual
101308	female	female		0	0	High School	Missing
101309	male	male	Asian	0	0	Undergraduate	Heterosexual
101310	male	male	White	0	0	Undergraduate	Heterosexual
101311	female	female	Hispanic or Latino	1	0	Undergraduate	Heterosexual
101312	male	male	White	1	0	Undergraduate	Missing
101313	female	female	Asian	0	0	Undergraduate	Heterosexual
101314	male	male	Asian	0	0	Undergraduate	Heterosexual
101315	male	male	White	0	0	High School	Missing
101316	male	male	White	0	0	Some College	Bisexual
101317	male	Prefer not to say	White	0	0	High School	Missing
101318	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101319	female	female	White	0	0	High School	Missing
101320	male	male	Asian	0	0	Undergraduate	Heterosexual
101321	female	female	Asian	1	1	Undergraduate	Heterosexual
101322	male	male	Asian	0	0	Undergraduate	Heterosexual
101323	female	female	White	0	0	Graduate	Heterosexual
101324	female	female	Black or African American	0	0	High School	Missing
101325	female	female	Asian	1	0	Undergraduate	Heterosexual
101326	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101327	female	female	White	0	0	Undergraduate	Heterosexual
101328	male	Prefer not to say	Hispanic or Latino	0	0	PhD	Gay
101329	female	female	White	0	0	PhD	Lesbian
101330	male	male	Asian	0	0	Some College	Bisexual
101331	female	female	Asian	0	0	High School	Missing
101332	male	male	White	0	0	Undergraduate	Heterosexual
101333	female	female	White	0	0	Undergraduate	Heterosexual
101334	male	male	White	0	0	Some College	Bisexual
101335	male	male	White	0	0	Undergraduate	Heterosexual
101336	male	male	Asian	0	0	Undergraduate	Heterosexual
101337	female	female	White	0	0	Undergraduate	Heterosexual
101338	female	female	Asian	0	0	Undergraduate	Heterosexual
101339	female	female	White	0	0	High School	Missing
101340	female	female	White	0	0	Undergraduate	Heterosexual
101341	male	male	White	0	0	Undergraduate	Heterosexual
101342	female	female	Two or More Races	0	0	High School	Missing
101343	male	male	Hispanic or Latino	0	0	High School	Missing
101344	female	female	Asian	0	0	Undergraduate	Missing
101345	male	male	Asian	0	0	High School	Missing
101346	female	female	Asian	0	0	Graduate	Heterosexual
101347	female	female	White	0	0	Undergraduate	Heterosexual
101348	male	male	White	1	0	Some College	Bisexual
101349	female	female	Asian	0	0	Undergraduate	Heterosexual
101350	male	male	White	1	0	Undergraduate	Heterosexual
101351	male	male	Asian	0	0	Undergraduate	Heterosexual
101352	male	male	Black or African American	0	0	Undergraduate	Heterosexual
101353	female	female	Hispanic or Latino	0	0	High School	Missing
101354	female	female	White	0	0	Some College	Other LGBTQ+
101355	male	Non-binary/third gender	White	0	1	Undergraduate	Heterosexual
101356	female	female	White	0	0	Graduate	Heterosexual
101357	male	male	White	0	0	Undergraduate	Heterosexual
101358	female	female	Black or African American	0	0	Some College	Other LGBTQ+
101359	female	female	White	0	0	High School	Missing
101360	male	male	White	0	0	Some College	Bisexual
101361	female	female	White	0	0	Undergraduate	Heterosexual
101362	female	female	Asian	0	0	High School	Missing
101363	male	male	White	0	0	Undergraduate	Heterosexual
101364	female	female	White	0	0	High School	Missing
101365	male	Non-binary/third gender	White	0	0	Graduate	Heterosexual
101366	male	male	White	0	0	Undergraduate	Heterosexual
101367	female	female	Asian	0	0	High School	Missing
101368	male	male	White	0	0	Undergraduate	Heterosexual
101369	female	female	Asian	0	0	Undergraduate	Heterosexual
101370	male	male	White	0	0	Undergraduate	Heterosexual
101371	female	female	White	0	0	Undergraduate	Heterosexual
101372	female	female	Hispanic or Latino	1	0	Undergraduate	Heterosexual
101373	male	male	White	0	0	Undergraduate	Missing
101374	male	male	White	0	0	High School	Missing
101375	female	female	Asian	0	0	Undergraduate	Heterosexual
101376	female	female	White	0	0	Undergraduate	Heterosexual
101377	female	female	White	0	0	Undergraduate	Heterosexual
101378	female	female	Asian	0	0	High School	Missing
101379	female	female	White	0	0	Undergraduate	Heterosexual
101380	female	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
101381	female	female	White	0	0	Undergraduate	Heterosexual
101382	female	female	White	0	0	Undergraduate	Heterosexual
101383	female	female	White	0	0	Undergraduate	Heterosexual
101384	male	Non-binary/third gender	White	0	0	Undergraduate	Heterosexual
101385	female	female	White	0	0	Undergraduate	Missing
101386	male	male	Asian	0	0	High School	Missing
101387	female	female	White	0	0	High School	Missing
101388	female	female	Asian	0	0	High School	Missing
101389	male	male	White	0	0	Undergraduate	Heterosexual
101390	female	female	Asian	0	0	Undergraduate	Heterosexual
101391	male	male	White	0	0	Undergraduate	Heterosexual
101392	female	female	White	0	0	Undergraduate	Heterosexual
101393	female	female	White	0	0	Undergraduate	Heterosexual
101394	male	male	Hispanic or Latino	0	0	Graduate	Heterosexual
101395	female	female	White	0	0	Undergraduate	Heterosexual
101396	female	female	Asian	0	0	Some College	Other LGBTQ+
101397	male	male	White	0	0	PhD	Gay
101398	male	male	White	0	0	Graduate	Heterosexual
101399	female	female	White	0	0	Undergraduate	Heterosexual
101400	male	male	White	0	0	Undergraduate	Heterosexual
101401	female	female	White	0	0	High School	Missing
101402	male	male	White	0	0	Undergraduate	Heterosexual
101403	female	female	Asian	0	0	Undergraduate	Missing
101404	female	female	White	0	0	Undergraduate	Heterosexual
101405	male	male	White	0	0	Undergraduate	Heterosexual
101406	male	male	White	0	0	Undergraduate	Heterosexual
101407	male	male	White	0	0	Undergraduate	Heterosexual
101408	male	male	White	0	0	High School	Missing
101409	female	female	White	0	0	Undergraduate	Heterosexual
101410	female	female	White	0	0	Undergraduate	Heterosexual
101411	male	male	Asian	0	0	Undergraduate	Heterosexual
101412	male	male	White	0	0	Undergraduate	Heterosexual
101413	male	male	White	0	0	Undergraduate	Missing
101414	female	female	White	0	0	High School	Missing
101415	male	male	White	0	0	High School	Missing
101416	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101417	female	female	White	0	0	Undergraduate	Heterosexual
101418	female	female	Asian	0	1	Undergraduate	Missing
101419	male	male	Asian	0	0	Undergraduate	Missing
101420	male	male	White	0	0	Undergraduate	Heterosexual
101421	female	female	White	0	0	Some College	Other LGBTQ+
101422	male	male		0	0	High School	Missing
101423	female	female		0	0	High School	Missing
101424	female	female	Asian	0	0	Undergraduate	Heterosexual
101425	female	female	White	1	0	Undergraduate	Heterosexual
101426	female	female	Asian	0	0	Undergraduate	Heterosexual
101427	female	female	White	0	0	Undergraduate	Heterosexual
101428	female	female	White	0	0	Undergraduate	Heterosexual
101429	female	female	White	0	0	High School	Missing
101430	female	female	Asian	0	0	Undergraduate	Missing
101431	male	Prefer to self-describe	White	0	0	High School	Missing
101432	female	Prefer not to say	White	0	0	Some College	Other LGBTQ+
101433	male	male	White	0	0	Undergraduate	Heterosexual
101434	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101435	male	male	White	0	0	Undergraduate	Heterosexual
101436	male	male	Asian	0	1	Undergraduate	Heterosexual
101437	male	male	White	1	0	Graduate	Heterosexual
101438	female	female	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101439	female	female	Asian	0	0	Undergraduate	Heterosexual
101440	female	female	White	0	0	Undergraduate	Heterosexual
101441	male	male	White	0	0	High School	Missing
101442	female	Prefer not to say	White	0	0	High School	Missing
101443	male	male	White	1	0	Undergraduate	Heterosexual
101444	male	male	Asian	0	0	Undergraduate	Heterosexual
101445	female	female	Asian	0	0	Undergraduate	Heterosexual
101446	female	female	Two or More Races	0	0	Undergraduate	Heterosexual
101447	male	male	Asian	0	0	High School	Missing
101448	male	male	White	0	0	Undergraduate	Heterosexual
101449	male	male	White	0	0	Graduate	Heterosexual
101450	male	male	Asian	0	0	High School	Missing
101451	male	male	White	0	0	High School	Missing
101452	female	female	White	0	0	Undergraduate	Missing
101453	female	female	White	0	0	Undergraduate	Heterosexual
101454	male	male	White	0	0	Undergraduate	Heterosexual
101455	male	male	White	0	0	Undergraduate	Heterosexual
101456	female	Non-binary/third gender	Asian	0	0	Undergraduate	Heterosexual
101457	male	male	White	0	0	High School	Missing
101458	female	female	White	0	0	Undergraduate	Heterosexual
101459	female	female	White	0	0	Undergraduate	Heterosexual
101460	male	Prefer not to say	White	0	0	Undergraduate	Missing
101461	male	male	White	0	0	High School	Missing
101462	male	male	White	0	0	High School	Missing
101463	female	female	Asian	0	0	Undergraduate	Heterosexual
101464	male	male	White	0	0	High School	Missing
101465	female	female	White	1	0	Undergraduate	Missing
101466	male	male	White	0	0	Undergraduate	Heterosexual
101467	female	female	White	0	0	High School	Missing
101468	male	male	White	0	0	Undergraduate	Heterosexual
101469	female	female	White	0	1	Undergraduate	Heterosexual
101470	male	male	White	1	0	Undergraduate	Heterosexual
101471	female	female	Native Hawaiian or Pacific Islander	0	0	Undergraduate	Heterosexual
101472	female	female	Asian	0	0	Graduate	Heterosexual
101473	female	female	White	0	0	Undergraduate	Missing
101474	male	male	White	0	0	Undergraduate	Missing
101475	female	female	Asian	0	0	High School	Missing
101476	female	Non-binary/third gender	White	0	0	High School	Missing
101477	female	female	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101478	male	male	White	0	0	High School	Missing
101479	male	male	Asian	0	0	High School	Missing
101480	male	male	White	0	0	High School	Missing
101481	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
101482	female	female	Hispanic or Latino	0	0	Undergraduate	Missing
101483	female	female	White	0	0	Undergraduate	Heterosexual
101484	male	Prefer not to say	White	0	0	High School	Missing
101485	female	female	Asian	0	0	Undergraduate	Heterosexual
101486	male	male	Asian	0	0	Graduate	Heterosexual
101487	female	female	Asian	1	0	Undergraduate	Heterosexual
101488	female	female	Asian	0	0	Some College	Bisexual
101489	female	female	White	0	0	High School	Missing
101490	female	female	White	0	0	Graduate	Heterosexual
101491	female	female	White	1	0	Undergraduate	Heterosexual
101492	female	female	Hispanic or Latino	0	0	Graduate	Heterosexual
101493	female	female	White	0	0	Undergraduate	Heterosexual
101494	male	male	White	0	0	High School	Missing
101495	male	male	White	0	0	High School	Missing
101496	female	female	Hispanic or Latino	0	0	Graduate	Heterosexual
101497	male	male	White	0	0	High School	Missing
101498	male	male	Asian	0	0	Undergraduate	Heterosexual
101499	female	female	White	0	0	High School	Missing
101500	female	female	White	0	0	Undergraduate	Heterosexual
101501	male	male	White	0	0	Graduate	Heterosexual
101502	female	female	White	0	0	Undergraduate	Heterosexual
101503	female	Non-binary/third gender	White	0	0	Undergraduate	Heterosexual
101504	female	Non-binary/third gender	Asian	0	0	Undergraduate	Heterosexual
101505	male	male	White	0	0	Some College	Bisexual
101506	female	female	White	0	0	Undergraduate	Heterosexual
101507	female	female	Asian	0	0	Undergraduate	Heterosexual
101508	male	male	White	0	0	Undergraduate	Missing
101509	male	male	White	0	0	Graduate	Heterosexual
101510	female	female	Asian	0	0	High School	Missing
101511	male	male	White	0	0	Undergraduate	Heterosexual
101512	male	male	Asian	0	0	Undergraduate	Heterosexual
101513	male	male	White	0	1	High School	Missing
101514	male	male	Asian	0	0	Graduate	Heterosexual
101515	male	male	Hispanic or Latino	0	0	Some College	Other LGBTQ+
101516	male	male	White	0	0	Graduate	Heterosexual
101517	male	male	White	0	0	Graduate	Heterosexual
101518	female	female	White	1	0	Undergraduate	Heterosexual
101519	male	male	White	0	0	Undergraduate	Heterosexual
101520	male	male	White	0	0	Undergraduate	Heterosexual
101521	female	female	White	0	0	Undergraduate	Heterosexual
101522	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
101523	female	female	White	0	0	High School	Missing
101524	male	male	Asian	0	0	Undergraduate	Missing
101525	female	female	Native American or Alaska Native	0	0	Undergraduate	Heterosexual
101526	female	female	White	0	0	Undergraduate	Heterosexual
101527	male	male	Asian	0	0	Undergraduate	Heterosexual
