ActID,ActionID,EmpID,EffectiveDt
939,10,939,01/Jan/2015
940,10,940,01/Jan/2015
941,10,941,13/Mar/2017
942,10,942,04/Feb/2016
943,10,943,07/May/2016
944,10,944,01/Jan/2015
945,10,945,01/Jan/2015
946,10,946,01/Jan/2015
947,10,947,26/Apr/2016
948,10,948,27/Mar/2016
949,10,949,25/Mar/2016
950,10,950,14/Jan/2015
951,10,951,28/Mar/2016
952,10,952,01/Jan/2015
953,10,953,17/Jun/2017
954,10,954,01/Jan/2015
955,10,955,23/Jan/2015
956,10,956,27/Apr/2015
957,10,957,01/Jan/2015
958,10,958,01/Apr/2015
959,10,959,01/Jan/2015
960,10,960,12/Jun/2016
961,10,961,07/Oct/2015
962,10,962,26/Nov/2015
963,10,963,01/Jan/2015
964,10,964,08/Aug/2015
965,10,965,02/Oct/2015
966,10,966,01/Jan/2015
967,10,967,08/Feb/2016
968,10,968,20/Jun/2015
969,10,969,25/Jul/2015
970,10,970,21/Mar/2016
971,10,971,19/May/2015
972,10,972,01/Jan/2015
973,10,973,01/Jan/2015
974,10,974,01/Jan/2015
975,10,975,01/Jan/2015
976,10,976,17/Jun/2015
977,10,977,01/Jan/2015
978,10,978,16/Jan/2015
979,10,979,23/May/2015
980,10,980,01/Jan/2015
981,10,981,09/Sep/2015
982,10,982,22/Jun/2016
983,10,983,01/Jan/2015
984,10,984,01/Jan/2015
985,10,985,01/Jan/2015
986,10,986,25/Aug/2016
987,10,987,20/Apr/2015
988,10,988,21/Aug/2015
989,10,989,29/Jan/2015
990,10,990,01/Jan/2015
991,10,991,05/Apr/2015
992,10,992,01/Jan/2015
993,10,993,11/May/2016
994,10,994,01/Jan/2015
995,10,995,30/Oct/2015
996,10,996,19/Nov/2015
997,10,997,19/Dec/2015
998,10,998,01/Jan/2015
999,10,999,22/Jan/2016
1000,10,1000,29/Apr/2015
1001,91,201,06/Jun/2015
1002,10,1001,19/May/2015
1003,90,599,31/Jan/2015
1004,10,1002,21/May/2015
1005,91,531,03/Oct/2015
1006,10,1003,14/Mar/2015
1007,91,140,27/Oct/2015
1008,10,1004,22/Oct/2015
1009,90,210,26/Jun/2015
1010,10,1005,07/Jun/2015
1011,90,909,14/Apr/2015
1012,10,1006,04/Mar/2015
1013,10,1007,09/Jan/2015
1014,90,781,05/Jan/2016
1015,10,1008,12/Jun/2015
1016,90,488,17/Jun/2015
1017,10,1009,12/Feb/2015
1018,90,9,07/Apr/2015
1019,10,1010,16/Oct/2015
1020,91,799,27/Apr/2015
1021,10,1011,21/May/2015
1022,90,756,15/Sep/2015
1023,10,1012,18/Jun/2015
1024,91,9,22/Feb/2015
1025,10,1013,16/Sep/2015
1026,90,958,31/Oct/2015
1027,10,1014,06/Aug/2015
1028,90,40,27/Aug/2015
1029,10,1015,18/Jun/2015
1030,90,824,21/May/2015
1031,10,1016,08/May/2015
1032,91,457,23/Sep/2015
1033,10,1017,22/Mar/2015
1034,91,779,18/May/2015
1035,10,1018,14/Mar/2015
1036,91,233,23/Feb/2016
1037,10,1019,27/Sep/2015
1038,10,1020,29/Jul/2015
1039,91,804,27/Jul/2015
1040,10,1021,25/Jun/2015
1041,90,631,09/Aug/2015
1042,10,1022,06/Apr/2015
1043,10,1023,26/Apr/2015
1044,10,1024,17/May/2015
1045,10,1025,10/May/2015
1046,90,608,16/Jul/2015
1047,10,1026,09/Jun/2015
1048,90,142,19/Jun/2015
1049,10,1027,16/Jan/2016
1050,91,620,14/Feb/2016
1051,10,1028,29/Nov/2015
1052,10,1029,28/Aug/2015
1053,90,373,08/Jun/2015
1054,10,1030,06/Oct/2015
1055,10,1031,08/Nov/2015
1056,10,1032,22/May/2015
1057,91,674,19/Mar/2015
1058,10,1033,01/Jan/2015
1059,10,1034,19/Aug/2015
1060,10,1035,23/Mar/2015
1061,90,334,04/Feb/2015
1062,10,1036,28/Sep/2015
1063,10,1037,23/Aug/2015
1064,90,183,30/Jun/2015
1065,10,1038,18/Mar/2015
1066,90,464,04/Apr/2015
1067,10,1039,31/Jul/2015
1068,90,650,05/Jun/2015
1069,10,1040,01/Jan/2015
1070,91,935,30/Apr/2015
1071,10,1041,31/May/2015
1072,10,1042,01/Jan/2015
1073,91,370,15/Oct/2015
1074,10,1043,22/Aug/2015
1075,10,1044,27/Jun/2015
1076,10,1045,27/Apr/2015
1077,10,1046,03/Jul/2015
1078,90,655,25/Jun/2015
1079,10,1047,19/Jun/2015
1080,10,1048,08/Oct/2015
1081,10,1049,18/Jul/2015
1082,91,630,09/Jun/2015
1083,10,1050,01/Aug/2015
1084,90,133,08/May/2015
1085,10,1051,26/Oct/2015
1086,90,328,18/May/2016
1087,10,1052,17/May/2016
1088,90,293,14/May/2016
1089,10,1053,22/Jan/2016
1090,91,564,21/May/2016
1091,10,1054,13/May/2016
1092,91,207,17/Apr/2016
1093,10,1055,25/Feb/2016
1094,91,662,17/Jul/2016
1095,10,1056,29/Jul/2016
1096,91,721,28/Jul/2016
1097,10,1057,12/Sep/2016
1098,91,728,26/Jan/2016
1099,10,1058,02/Feb/2017
1100,90,666,02/May/2016
1101,10,1059,01/Feb/2016
1102,91,133,21/May/2016
1103,10,1060,12/Jan/2017
1104,90,882,17/Oct/2016
1105,10,1061,07/Apr/2016
1106,91,794,30/Oct/2016
1107,10,1062,01/Dec/2016
1108,10,1063,24/Mar/2016
1109,90,1006,30/Apr/2016
1110,10,1064,17/Mar/2016
1111,90,387,20/Jul/2016
1112,10,1065,03/Jul/2016
1113,90,834,03/Apr/2016
1114,10,1066,19/Mar/2016
1115,90,846,09/Aug/2016
1116,10,1067,25/Jul/2016
1117,90,715,27/Jul/2016
1118,10,1068,20/Jun/2016
1119,90,441,04/Aug/2016
1120,10,1069,29/Feb/2016
1121,90,190,05/Jul/2016
1122,10,1070,08/Jun/2016
1123,90,557,18/Aug/2016
1124,10,1071,25/Mar/2016
1125,90,81,13/Apr/2017
1126,10,1072,02/Sep/2016
1127,90,321,19/Jun/2016
1128,10,1073,19/Oct/2016
1129,91,976,25/Mar/2016
1130,10,1074,30/Sep/2016
1131,91,728,15/Sep/2016
1132,10,1075,16/Jun/2016
1133,10,1076,11/Apr/2016
1134,90,588,02/Feb/2016
1135,10,1077,04/Aug/2016
1136,91,63,25/Aug/2016
1137,10,1078,07/Mar/2016
1138,90,264,09/Apr/2016
1139,10,1079,22/Mar/2016
1140,90,582,14/Aug/2016
1141,10,1080,18/Jul/2016
1142,90,95,29/Oct/2016
1143,10,1081,22/Jun/2016
1144,90,482,03/Jul/2016
1145,10,1082,08/Jun/2016
1146,90,609,18/Jun/2016
1147,10,1083,10/Oct/2016
1148,91,42,21/Sep/2016
1149,10,1084,09/May/2016
1150,90,126,20/Jun/2016
1151,10,1085,15/Feb/2016
1152,10,1086,04/Jul/2016
1153,90,504,25/Nov/2016
1154,10,1087,25/Jul/2016
1155,91,769,13/Aug/2016
1156,10,1088,04/Apr/2016
1157,91,580,14/Nov/2016
1158,10,1089,24/Jul/2016
1159,90,1046,27/Mar/2016
1160,10,1090,27/May/2016
1161,10,1091,08/Feb/2016
1162,90,211,19/Apr/2016
1163,10,1092,08/Sep/2016
1164,90,420,06/Apr/2016
1165,10,1093,21/Dec/2016
1166,91,621,07/Aug/2016
1167,10,1094,14/Oct/2016
1168,91,959,26/Sep/2016
1169,10,1095,08/Jul/2016
1170,91,671,23/Jun/2016
1171,10,1096,27/Jul/2016
1172,90,587,12/Sep/2016
1173,10,1097,20/Apr/2016
1174,90,648,26/Jun/2016
1175,10,1098,11/Jun/2016
1176,90,348,15/Jun/2016
1177,10,1099,16/Sep/2016
1178,91,514,28/Dec/2015
1179,10,1100,27/Sep/2016
1180,90,82,29/Apr/2016
1181,10,1101,10/Aug/2016
1182,90,666,04/May/2016
1183,10,1102,16/Jul/2016
1184,10,1103,29/Mar/2016
1185,90,214,11/Oct/2016
1186,10,1104,02/Mar/2016
1187,91,1028,21/Apr/2016
1188,10,1105,28/Oct/2016
1189,91,309,26/Sep/2017
1190,10,1106,23/Sep/2017
1191,91,625,07/Aug/2017
1192,10,1107,25/Sep/2017
1193,91,1071,02/Sep/2017
1194,10,1108,13/Mar/2017
1195,91,126,22/Apr/2017
1196,10,1109,15/Feb/2017
1197,90,835,06/Aug/2017
1198,10,1110,04/Oct/2017
1199,91,839,16/Sep/2017
1200,10,1111,19/Apr/2017
1201,91,53,21/Jul/2017
1202,10,1112,04/Apr/2017
1203,90,147,15/Jan/2017
1204,10,1113,04/Apr/2017
1205,91,1040,18/Nov/2017
1206,10,1114,26/Jun/2017
1207,91,117,04/Jun/2017
1208,10,1115,01/Nov/2017
1209,91,1,29/May/2017
1210,10,1116,08/Jul/2017
1211,91,1052,20/Apr/2017
1212,10,1117,24/Apr/2017
1213,91,253,06/Aug/2017
1214,10,1118,26/Oct/2017
1215,91,837,09/Nov/2017
1216,10,1119,09/Jul/2017
1217,90,155,16/Sep/2017
1218,10,1120,20/May/2017
1219,90,266,27/Mar/2017
1220,10,1121,10/Jun/2017
1221,90,794,03/Sep/2017
1222,10,1122,24/Jan/2017
1223,91,234,15/Sep/2017
1224,10,1123,21/May/2017
1225,90,781,08/Nov/2017
1226,10,1124,22/Sep/2017
1227,91,338,05/Jun/2017
1228,10,1125,19/Sep/2017
1229,90,486,10/May/2017
1230,10,1126,04/Jul/2017
1231,91,985,10/Sep/2017
1232,10,1127,13/Feb/2017
1233,91,273,12/Aug/2017
1234,10,1128,23/Mar/2017
1235,90,138,15/Jun/2017
1236,10,1129,07/Jul/2017
1237,91,1099,14/Aug/2017
1238,10,1130,11/Nov/2017
1239,90,834,26/Sep/2017
1240,10,1131,07/May/2017
1241,90,414,27/Dec/2016
1242,10,1132,17/Nov/2016
1243,90,855,10/Jul/2017
1244,10,1133,15/Nov/2017
1245,91,250,29/Jun/2017
1246,10,1134,08/May/2017
1247,91,430,29/Mar/2017
1248,10,1135,01/Aug/2017
1249,91,665,01/Feb/2017
1250,10,1136,24/Nov/2017
1251,90,1053,08/Jan/2018
1252,10,1137,27/Apr/2017
1253,91,489,18/Mar/2017
1254,10,1138,27/Aug/2017
1255,90,226,22/Jun/2017
1256,10,1139,06/Aug/2017
1257,91,603,19/Jul/2017
1258,10,1140,24/Jul/2017
1259,90,1019,09/Jun/2017
1260,10,1141,09/May/2017
1261,90,592,08/Dec/2016
1262,10,1142,02/Aug/2017
1263,91,1028,24/Jul/2017
1264,10,1143,21/Jul/2017
1265,91,401,01/Oct/2017
1266,10,1144,30/May/2017
1267,90,637,15/Jul/2017
1268,10,1145,19/Jul/2017
1269,91,697,18/Dec/2017
1270,10,1146,14/Aug/2017
1271,90,266,05/May/2017
1272,10,1147,23/Jul/2017
1273,90,465,21/Jun/2017
1274,10,1148,13/Apr/2017
1275,90,937,11/Apr/2017
1276,10,1149,30/Jul/2017
1277,90,955,15/Sep/2017
1278,10,1150,23/Jun/2017
1279,10,1151,24/Aug/2017
1280,91,358,04/Apr/2017
1281,10,1152,06/Sep/2017
1282,90,165,09/Apr/2017
1283,10,1153,04/Jul/2017
1284,90,837,29/May/2017
1285,10,1154,14/Feb/2017
1286,10,1155,16/Oct/2017
1287,10,1156,10/Jun/2017
1288,90,944,05/Aug/2017
1289,10,1157,31/Jul/2017
1290,91,1014,27/Mar/2017
1291,10,1158,26/Aug/2017
1292,91,178,06/Jul/2017
1293,10,1159,26/Jun/2017
1294,90,781,10/Jun/2017
1295,10,1160,30/Jul/2017
1296,90,243,25/Oct/2017
1297,10,1161,27/Aug/2017
1298,90,950,21/Nov/2018
1299,10,1162,03/Jun/2018
1300,90,867,30/May/2018
1301,10,1163,13/May/2018
1302,90,76,17/Sep/2018
1303,10,1164,14/Aug/2018
1304,91,350,07/Jan/2019
1305,10,1165,20/Feb/2019
1306,90,1084,06/Oct/2018
1307,10,1166,09/Jun/2018
1308,90,687,21/Jul/2018
1309,10,1167,07/May/2018
1310,91,814,17/Apr/2018
1311,10,1168,07/Sep/2018
1312,91,647,11/Apr/2018
1313,10,1169,16/Jun/2018
1314,91,766,17/Nov/2017
1315,10,1170,10/Aug/2018
1316,91,609,20/Oct/2018
1317,10,1171,22/Sep/2018
1318,91,1042,18/Jul/2018
1319,10,1172,13/Jul/2018
1320,91,228,06/Jul/2018
1321,10,1173,07/Jul/2018
1322,91,292,28/Jan/2018
1323,10,1174,24/Feb/2018
1324,90,525,22/Aug/2018
1325,10,1175,07/Jul/2018
1326,91,353,24/Oct/2018
1327,10,1176,23/Jul/2018
1328,90,157,11/Dec/2018
1329,10,1177,28/Apr/2018
1330,90,461,02/Jun/2018
1331,10,1178,02/Mar/2018
1332,91,459,19/Apr/2018
1333,10,1179,27/Oct/2018
1334,91,184,11/Jun/2018
1335,10,1180,06/Feb/2018
1336,91,164,12/Oct/2018
1337,10,1181,10/Jun/2018
1338,90,52,14/Jul/2018
1339,10,1182,15/Jul/2018
1340,91,921,02/May/2018
1341,10,1183,25/May/2018
1342,90,878,21/Apr/2018
1343,10,1184,11/Jul/2018
1344,91,303,19/Sep/2018
1345,10,1185,03/Jun/2018
1346,91,663,30/Dec/2018
1347,10,1186,11/Sep/2018
1348,91,7,08/Oct/2018
1349,10,1187,05/Jun/2018
1350,91,158,22/Dec/2017
1351,10,1188,09/Jun/2018
1352,90,571,27/Jun/2018
1353,10,1189,20/Sep/2018
1354,91,49,28/Aug/2018
1355,10,1190,04/Sep/2018
1356,91,257,15/Sep/2018
1357,10,1191,14/Apr/2018
1358,90,210,16/Apr/2018
1359,10,1192,05/Jan/2018
1360,91,811,15/Dec/2018
1361,10,1193,05/Oct/2018
1362,90,1139,28/Oct/2018
1363,10,1194,06/Sep/2018
1364,91,422,09/Jun/2018
1365,10,1195,05/May/2018
1366,90,872,26/Mar/2018
1367,10,1196,14/Jul/2018
1368,91,917,20/Apr/2018
1369,10,1197,17/Jun/2018
1370,90,1176,04/Oct/2018
1371,10,1198,31/Mar/2018
1372,90,557,26/Aug/2018
1373,10,1199,19/Jun/2018
1374,91,173,22/Aug/2018
1375,10,1200,11/Oct/2018
1376,90,142,07/Sep/2018
1377,10,1201,20/Nov/2018
1378,91,167,24/Jan/2019
1379,10,1202,31/May/2018
1380,90,290,28/Oct/2018
1381,10,1203,03/Apr/2018
1382,10,1204,02/May/2018
1383,91,61,29/Apr/2018
1384,10,1205,22/Jul/2018
1385,91,996,18/Mar/2018
1386,10,1206,16/Jul/2018
1387,91,73,18/Sep/2018
1388,10,1207,31/Oct/2017
1389,91,300,22/Feb/2018
1390,10,1208,01/May/2018
1391,90,649,25/Aug/2018
1392,10,1209,07/May/2018
1393,90,1168,16/Nov/2018
1394,10,1210,05/Jun/2018
1395,90,348,15/Sep/2018
1396,10,1211,25/May/2018
1397,90,31,28/Jul/2018
1398,10,1212,23/Apr/2018
1399,90,749,03/Jun/2018
1400,10,1213,25/May/2018
1401,91,421,26/Aug/2018
1402,10,1214,17/Sep/2018
1403,90,103,29/Jul/2018
1404,10,1215,07/Sep/2018
1405,90,588,15/Sep/2018
1406,10,1216,02/Feb/2018
1407,91,345,03/Aug/2018
1408,10,1217,21/Sep/2018
1409,90,676,26/Nov/2018
1410,10,1218,16/Dec/2017
1411,91,628,23/Dec/2017
1412,10,1219,27/Sep/2018
1413,90,701,17/Jun/2018
1414,10,1220,20/Jul/2018
1415,90,513,20/May/2019
1416,10,1221,03/Aug/2019
1417,90,780,27/Jul/2019
1418,10,1222,20/Sep/2019
1419,91,1144,30/Sep/2019
1420,10,1223,01/May/2019
1421,90,858,19/Jan/2019
1422,10,1224,11/Jul/2019
1423,90,199,15/Jun/2019
1424,10,1225,12/Jan/2020
1425,90,1100,14/Jan/2019
1426,10,1226,03/Apr/2019
1427,90,1198,04/Apr/2019
1428,10,1227,18/May/2019
1429,90,782,13/Nov/2019
1430,10,1228,21/Jul/2019
1431,90,620,16/Jun/2019
1432,10,1229,02/Sep/2019
1433,91,1149,15/Jul/2019
1434,10,1230,27/Sep/2019
1435,91,954,29/Jun/2019
1436,10,1231,25/Jul/2019
1437,91,862,12/Oct/2019
1438,10,1232,15/Aug/2019
1439,91,202,27/Jul/2019
1440,10,1233,26/Jun/2019
1441,91,1173,15/Sep/2019
1442,10,1234,22/Jun/2019
1443,91,573,02/Jun/2019
1444,10,1235,15/Oct/2019
1445,90,215,16/Aug/2019
1446,10,1236,31/Aug/2019
1447,91,845,08/Sep/2019
1448,10,1237,02/May/2019
1449,91,364,22/Oct/2019
1450,10,1238,27/Aug/2019
1451,91,1118,06/Apr/2019
1452,10,1239,29/Apr/2019
1453,91,1215,20/May/2019
1454,10,1240,19/Jun/2019
1455,90,988,06/Apr/2019
1456,10,1241,15/Mar/2019
1457,90,314,03/Apr/2019
1458,10,1242,06/Nov/2019
1459,90,822,09/Mar/2019
1460,10,1243,21/Jul/2019
1461,90,748,27/Feb/2020
1462,10,1244,28/May/2019
1463,90,43,30/Jul/2019
1464,10,1245,09/Jul/2019
1465,91,132,28/Nov/2019
1466,10,1246,12/Jul/2019
1467,91,322,12/Jul/2019
1468,10,1247,02/May/2019
1469,90,311,02/Sep/2019
1470,10,1248,12/May/2019
1471,91,728,14/Jan/2019
1472,10,1249,06/May/2019
1473,91,521,02/Sep/2019
1474,10,1250,17/Jun/2019
1475,91,802,27/Jul/2019
1476,10,1251,30/Nov/2019
1477,90,361,21/Apr/2019
1478,10,1252,19/Nov/2019
1479,90,500,24/Nov/2019
1480,10,1253,25/May/2019
1481,90,734,18/Jul/2019
1482,10,1254,09/Nov/2019
1483,90,1159,22/Oct/2019
1484,10,1255,17/Nov/2019
1485,91,1144,23/Jun/2019
1486,10,1256,18/Aug/2019
1487,91,707,17/Jul/2019
1488,10,1257,08/Jun/2019
1489,91,802,04/Jul/2019
1490,10,1258,19/May/2019
1491,90,465,08/Jul/2019
1492,10,1259,14/Jun/2019
1493,91,71,07/Jun/2019
1494,10,1260,22/Sep/2019
1495,91,1120,29/Oct/2019
1496,10,1261,24/Apr/2019
1497,91,351,03/Aug/2019
1498,10,1262,08/Aug/2019
1499,91,786,07/Jul/2019
1500,10,1263,12/May/2019
1501,90,733,15/Mar/2019
1502,10,1264,19/Aug/2019
1503,90,996,29/Mar/2019
1504,10,1265,11/Jul/2019
1505,91,234,19/Mar/2019
1506,10,1266,25/Aug/2019
1507,91,253,09/May/2019
1508,10,1267,19/Nov/2019
1509,91,862,20/Aug/2019
1510,10,1268,19/Jul/2019
1511,90,477,05/Jun/2019
1512,10,1269,22/Feb/2019
1513,91,706,09/Jul/2019
1514,10,1270,21/Apr/2019
1515,91,275,31/May/2019
1516,10,1271,06/Jul/2019
1517,90,722,02/May/2019
1518,10,1272,19/May/2019
1519,91,1056,09/Jul/2019
1520,10,1273,21/Sep/2019
1521,90,1156,07/Jul/2019
1522,10,1274,03/May/2019
1523,91,481,29/Jul/2019
1524,10,1275,26/May/2019
1525,90,495,15/Jan/2020
1526,10,1276,13/Jul/2019
1527,90,3,24/Jun/2019
1528,10,1277,25/Jul/2019
1529,90,153,04/Aug/2019
1530,10,1278,31/Mar/2019
1531,90,266,09/Jun/2019
1532,10,1279,10/Jul/2019
1533,91,502,27/Sep/2019
1534,10,1280,20/Feb/2019
1535,91,351,27/Jun/2019
1536,10,1281,01/Nov/2019
1537,91,940,20/Jun/2019
1538,10,1282,28/May/2019
1539,91,692,31/Mar/2020
1540,10,1283,05/Jan/2021
1541,91,463,01/Apr/2020
1542,10,1284,28/May/2020
1543,90,863,17/Nov/2020
1544,10,1285,11/Oct/2020
1545,91,641,20/Oct/2020
1546,10,1286,16/Aug/2020
1547,91,313,16/Apr/2020
1548,10,1287,20/Jun/2020
1549,90,353,16/Aug/2020
1550,10,1288,05/Jul/2020
1551,90,285,12/Apr/2020
1552,10,1289,23/Jul/2020
1553,91,217,16/Oct/2020
1554,10,1290,18/Oct/2020
1555,90,275,12/Sep/2020
1556,10,1291,10/Mar/2020
1557,90,301,28/Sep/2020
1558,10,1292,30/May/2020
1559,91,721,05/Sep/2020
1560,10,1293,25/Aug/2020
1561,90,710,15/Apr/2020
1562,10,1294,22/Apr/2020
1563,91,783,09/Jun/2020
1564,10,1295,25/Feb/2020
1565,91,823,25/Feb/2020
1566,10,1296,29/Aug/2020
1567,90,1021,15/Sep/2020
1568,10,1297,24/Apr/2020
1569,91,1031,14/Jul/2020
1570,10,1298,21/Jul/2020
1571,91,409,11/May/2020
1572,10,1299,20/Jun/2020
1573,91,770,03/Sep/2020
1574,10,1300,19/Apr/2020
1575,90,775,07/Aug/2020
1576,10,1301,07/Jun/2020
1577,90,1244,25/Dec/2019
1578,10,1302,21/Aug/2020
1579,90,937,30/Apr/2020
1580,10,1303,14/Jun/2020
1581,91,787,02/Mar/2020
1582,10,1304,22/Sep/2020
1583,90,790,09/Nov/2020
1584,10,1305,23/Apr/2020
1585,90,1011,02/Jul/2020
1586,10,1306,26/Jul/2020
1587,91,854,20/Aug/2020
1588,10,1307,20/Aug/2020
1589,90,626,16/May/2020
1590,10,1308,15/May/2020
1591,90,1294,01/Jul/2020
1592,10,1309,22/Oct/2020
1593,91,960,13/Sep/2020
1594,10,1310,23/May/2020
1595,91,855,07/Jan/2020
1596,10,1311,24/Apr/2020
1597,90,666,29/Apr/2020
1598,10,1312,28/May/2020
1599,90,426,14/Mar/2020
1600,10,1313,22/Jul/2020
1601,91,457,02/Jul/2020
1602,10,1314,24/Dec/2020
1603,91,563,24/Dec/2020
1604,10,1315,21/Dec/2019
1605,91,1165,17/Sep/2019
1606,10,1316,18/May/2020
1607,90,930,22/Oct/2020
1608,10,1317,17/Jul/2020
1609,90,950,06/Jul/2020
1610,10,1318,06/Oct/2020
1611,91,805,26/Jul/2020
1612,10,1319,07/Jun/2020
1613,91,503,24/Nov/2020
1614,10,1320,16/Dec/2020
1615,90,140,02/Jun/2020
1616,10,1321,13/Jun/2020
1617,91,440,22/Jul/2020
1618,10,1322,01/Mar/2020
1619,91,962,13/May/2020
1620,10,1323,16/Jun/2020
1621,90,345,14/Jan/2021
1622,10,1324,12/Aug/2020
1623,91,1299,29/Jul/2020
1624,10,1325,30/Jul/2020
1625,90,120,12/Apr/2020
1626,10,1326,20/Apr/2020
1627,91,585,02/Jan/2021
1628,10,1327,15/Jul/2020
1629,90,610,27/Jan/2021
1630,10,1328,07/Sep/2020
1631,91,174,10/Aug/2020
1632,10,1329,01/Jun/2020
1633,91,830,22/Jul/2020
1634,10,1330,05/May/2020
1635,91,42,29/Aug/2020
1636,10,1331,07/Jul/2020
1637,90,5,15/Jul/2020
1638,10,1332,12/Mar/2020
1639,90,1082,16/Apr/2020
1640,10,1333,16/Jul/2020
1641,90,1116,13/May/2020
1642,10,1334,15/Dec/2020
1643,90,175,04/Aug/2020
1644,10,1335,13/Jul/2020
1645,90,910,04/Feb/2020
1646,10,1336,22/Nov/2020
1647,90,124,14/Jun/2020
1648,10,1337,10/Apr/2020
1649,91,933,17/Jul/2020
1650,10,1338,19/Apr/2020
1651,90,951,20/Aug/2020
1652,10,1339,09/Sep/2020
1653,91,1295,15/Aug/2020
1654,10,1340,15/Feb/2020
1655,90,624,21/May/2020
1656,10,1341,27/Aug/2020
1657,90,387,31/May/2020
1658,10,1342,20/Sep/2020
1659,90,416,01/May/2020
1660,10,1343,01/Nov/2020
1661,90,254,18/Apr/2020
1662,10,1344,19/Mar/2020
1663,91,945,07/Dec/2019
1664,10,1345,04/Apr/2020
1665,91,141,04/Jun/2020
1666,10,1346,01/Jul/2020
1667,90,708,10/Jun/2020
1668,10,1347,28/Mar/2020
1669,91,1289,18/Jun/2021
1670,10,1348,08/May/2021
1671,91,1310,10/Jun/2021
1672,10,1349,16/Sep/2021
1673,91,806,19/Jun/2021
1674,10,1350,19/Mar/2021
1675,91,1007,22/Dec/2021
1676,10,1351,29/May/2021
1677,91,1119,13/Jun/2021
1678,10,1352,22/Nov/2020
1679,90,253,24/Apr/2021
1680,10,1353,23/Aug/2021
1681,91,1319,22/Mar/2021
1682,10,1354,24/Mar/2021
1683,90,177,03/Jun/2021
1684,10,1355,04/Jul/2021
1685,90,316,09/Jul/2021
1686,10,1356,30/Apr/2021
1687,90,850,13/Feb/2021
1688,10,1357,04/May/2021
1689,91,334,20/Jul/2021
1690,10,1358,30/May/2021
1691,90,1153,24/Feb/2021
1692,10,1359,25/May/2021
1693,90,878,10/Feb/2021
1694,10,1360,05/Sep/2021
1695,91,1070,08/Oct/2021
1696,10,1361,23/Sep/2021
1697,90,705,13/Aug/2021
1698,10,1362,21/Dec/2021
1699,90,771,20/Nov/2020
1700,10,1363,01/May/2021
1701,91,11,29/Sep/2021
1702,10,1364,29/Aug/2021
1703,91,673,21/Jul/2021
1704,10,1365,19/Nov/2021
1705,91,743,28/May/2021
1706,10,1366,10/Aug/2021
1707,90,232,13/Jun/2021
1708,10,1367,01/Jul/2021
1709,90,541,27/May/2021
1710,10,1368,01/Aug/2021
1711,90,356,29/Mar/2021
1712,10,1369,07/Jul/2021
1713,91,712,14/Apr/2021
1714,10,1370,05/May/2021
1715,90,1048,23/Dec/2021
1716,10,1371,04/Aug/2021
1717,91,1298,05/Oct/2021
1718,10,1372,15/May/2021
1719,91,1233,06/Jul/2021
1720,10,1373,28/Jun/2021
1721,90,180,23/May/2021
1722,10,1374,19/May/2021
1723,91,1235,16/Nov/2021
1724,10,1375,11/Apr/2021
1725,90,41,20/Nov/2021
1726,10,1376,23/May/2021
1727,90,521,03/May/2021
1728,10,1377,22/Jun/2021
1729,90,1165,13/Jul/2021
1730,10,1378,10/Apr/2021
1731,91,72,20/Sep/2021
1732,10,1379,25/Jun/2021
1733,91,921,23/Apr/2021
1734,10,1380,19/Aug/2021
1735,91,1292,24/Feb/2021
1736,10,1381,22/Oct/2021
1737,91,651,30/Jul/2021
1738,10,1382,19/Apr/2021
1739,90,509,16/Mar/2021
1740,10,1383,17/Nov/2021
1741,91,287,27/May/2021
1742,10,1384,23/Jul/2021
1743,91,598,25/Sep/2021
1744,10,1385,22/May/2021
1745,90,1301,26/Nov/2021
1746,10,1386,02/May/2021
1747,91,889,06/Jun/2021
1748,10,1387,17/Jun/2021
1749,91,338,26/Apr/2021
1750,10,1388,07/Jul/2021
1751,91,1339,09/Aug/2021
1752,10,1389,17/Dec/2021
1753,91,501,29/May/2021
1754,10,1390,06/Jun/2021
1755,90,763,12/Jul/2021
1756,10,1391,14/Dec/2020
1757,90,1098,02/Jul/2021
1758,10,1392,15/Aug/2021
1759,91,1009,20/Jun/2021
1760,10,1393,14/Jun/2021
1761,90,445,15/May/2021
1762,10,1394,06/Nov/2021
1763,91,192,06/Jun/2021
1764,10,1395,20/Aug/2021
1765,91,975,16/May/2021
1766,10,1396,21/Jul/2021
1767,90,151,15/Jun/2021
1768,10,1397,29/Sep/2021
1769,90,588,31/Mar/2021
1770,10,1398,15/Jul/2021
1771,91,776,09/Jun/2021
1772,10,1399,05/Oct/2021
1773,90,474,20/Apr/2021
1774,10,1400,17/Oct/2021
1775,91,106,05/Apr/2021
1776,10,1401,14/Mar/2021
1777,91,121,24/Sep/2021
1778,10,1402,18/Nov/2020
1779,91,51,23/Sep/2021
1780,10,1403,09/Jun/2021
1781,91,717,03/Jul/2021
1782,10,1404,28/Jun/2021
1783,90,1064,15/Aug/2021
1784,10,1405,27/Jun/2021
1785,91,847,06/Aug/2021
1786,10,1406,13/Jul/2021
1787,91,195,03/Nov/2021
1788,10,1407,02/Aug/2021
1789,91,878,07/Aug/2021
1790,10,1408,12/Dec/2021
1791,90,451,13/Dec/2021
1792,10,1409,22/May/2021
1793,90,588,28/Jun/2021
1794,10,1410,20/Apr/2021
1795,90,317,07/Jul/2021
1796,10,1411,05/Mar/2021
1797,91,159,07/Feb/2021
1798,10,1412,27/Feb/2021
