PerfID,EmpID,Rating,PerfDate
2244,377,3,31/Dec/2017
2245,378,2,31/Dec/2017
2246,379,2,31/Dec/2017
2247,380,3,31/Dec/2017
2248,381,3,31/Dec/2017
2249,382,3,31/Dec/2017
2250,383,3,31/Dec/2017
2251,384,3,31/Dec/2017
2252,385,1,31/Dec/2017
2253,386,3,31/Dec/2017
2254,387,4,31/Dec/2017
2255,388,3,31/Dec/2017
2256,389,5,31/Dec/2017
2257,390,5,31/Dec/2017
2258,391,1,31/Dec/2017
2259,392,2,31/Dec/2017
2260,393,3,31/Dec/2017
2261,394,3,31/Dec/2017
2262,395,5,31/Dec/2017
2263,396,3,31/Dec/2017
2264,397,3,31/Dec/2017
2265,398,2,31/Dec/2017
2266,399,1,31/Dec/2017
2267,400,3,31/Dec/2017
2268,402,3,31/Dec/2017
2269,403,4,31/Dec/2017
2270,404,1,31/Dec/2017
2271,405,3,31/Dec/2017
2272,406,3,31/Dec/2017
2273,407,3,31/Dec/2017
2274,408,3,31/Dec/2017
2275,409,3,31/Dec/2017
2276,410,3,31/Dec/2017
2277,411,3,31/Dec/2017
2278,412,1,31/Dec/2017
2279,413,5,31/Dec/2017
2280,415,1,31/Dec/2017
2281,416,2,31/Dec/2017
2282,417,4,31/Dec/2017
2283,418,2,31/Dec/2017
2284,419,3,31/Dec/2017
2285,421,3,31/Dec/2017
2286,422,4,31/Dec/2017
2287,423,3,31/Dec/2017
2288,424,3,31/Dec/2017
2289,425,3,31/Dec/2017
2290,426,1,31/Dec/2017
2291,427,3,31/Dec/2017
2292,428,2,31/Dec/2017
2293,429,3,31/Dec/2017
2294,430,2,31/Dec/2017
2295,431,3,31/Dec/2017
2296,432,3,31/Dec/2017
2297,433,4,31/Dec/2017
2298,434,5,31/Dec/2017
2299,435,5,31/Dec/2017
2300,436,2,31/Dec/2017
2301,437,3,31/Dec/2017
2302,438,1,31/Dec/2017
2303,439,3,31/Dec/2017
2304,440,4,31/Dec/2017
2305,442,2,31/Dec/2017
2306,443,3,31/Dec/2017
2307,444,3,31/Dec/2017
2308,445,3,31/Dec/2017
2309,446,3,31/Dec/2017
2310,447,5,31/Dec/2017
2311,448,3,31/Dec/2017
2312,449,4,31/Dec/2017
2313,450,1,31/Dec/2017
2314,451,3,31/Dec/2017
2315,452,2,31/Dec/2017
2316,453,3,31/Dec/2017
2317,454,3,31/Dec/2017
2318,455,3,31/Dec/2017
2319,456,4,31/Dec/2017
2320,457,3,31/Dec/2017
2321,458,2,31/Dec/2017
2322,459,2,31/Dec/2017
2323,460,1,31/Dec/2017
2324,461,2,31/Dec/2017
2325,462,3,31/Dec/2017
2326,463,3,31/Dec/2017
2327,464,4,31/Dec/2017
2328,465,3,31/Dec/2017
2329,466,3,31/Dec/2017
2330,467,1,31/Dec/2017
2331,468,1,31/Dec/2017
2332,469,3,31/Dec/2017
2333,470,4,31/Dec/2017
2334,471,4,31/Dec/2017
2335,472,3,31/Dec/2017
2336,473,4,31/Dec/2017
2337,474,3,31/Dec/2017
2338,475,5,31/Dec/2017
2339,476,2,31/Dec/2017
2340,477,2,31/Dec/2017
2341,478,3,31/Dec/2017
2342,479,3,31/Dec/2017
2343,480,2,31/Dec/2017
2344,481,4,31/Dec/2017
2345,483,3,31/Dec/2017
2346,484,1,31/Dec/2017
2347,485,3,31/Dec/2017
2348,487,2,31/Dec/2017
2349,490,2,31/Dec/2017
2350,491,3,31/Dec/2017
2351,492,3,31/Dec/2017
2352,493,3,31/Dec/2017
2353,494,3,31/Dec/2017
2354,495,3,31/Dec/2017
2355,496,2,31/Dec/2017
2356,497,5,31/Dec/2017
2357,498,2,31/Dec/2017
2358,499,4,31/Dec/2017
2359,500,3,31/Dec/2017
2360,501,3,31/Dec/2017
2361,502,2,31/Dec/2017
2362,503,3,31/Dec/2017
2363,504,2,31/Dec/2017
2364,505,4,31/Dec/2017
2365,506,3,31/Dec/2017
2366,507,3,31/Dec/2017
2367,508,4,31/Dec/2017
2368,509,3,31/Dec/2017
2369,510,3,31/Dec/2017
2370,511,4,31/Dec/2017
2371,512,2,31/Dec/2017
2372,513,2,31/Dec/2017
2373,515,3,31/Dec/2017
2374,516,3,31/Dec/2017
2375,517,2,31/Dec/2017
2376,518,3,31/Dec/2017
2377,519,3,31/Dec/2017
2378,520,2,31/Dec/2017
2379,521,2,31/Dec/2017
2380,522,4,31/Dec/2017
2381,523,5,31/Dec/2017
2382,524,2,31/Dec/2017
2383,525,5,31/Dec/2017
2384,526,2,31/Dec/2017
2385,527,4,31/Dec/2017
2386,528,2,31/Dec/2017
2387,529,2,31/Dec/2017
2388,530,2,31/Dec/2017
2389,532,3,31/Dec/2017
2390,533,3,31/Dec/2017
2391,534,4,31/Dec/2017
2392,535,3,31/Dec/2017
2393,536,1,31/Dec/2017
2394,537,3,31/Dec/2017
2395,538,2,31/Dec/2017
2396,539,5,31/Dec/2017
2397,540,3,31/Dec/2017
2398,541,3,31/Dec/2017
2399,542,3,31/Dec/2017
2400,543,3,31/Dec/2017
2401,544,5,31/Dec/2017
2402,545,3,31/Dec/2017
2403,546,4,31/Dec/2017
2404,547,5,31/Dec/2017
2405,548,4,31/Dec/2017
2406,549,2,31/Dec/2017
2407,550,3,31/Dec/2017
2408,551,3,31/Dec/2017
2409,552,3,31/Dec/2017
2410,553,4,31/Dec/2017
2411,554,3,31/Dec/2017
2412,555,3,31/Dec/2017
2413,556,2,31/Dec/2017
2414,557,3,31/Dec/2017
2415,558,3,31/Dec/2017
2416,559,3,31/Dec/2017
2417,560,2,31/Dec/2017
2418,561,3,31/Dec/2017
2419,562,3,31/Dec/2017
2420,563,3,31/Dec/2017
2421,565,4,31/Dec/2017
2422,566,5,31/Dec/2017
2423,567,3,31/Dec/2017
2424,568,1,31/Dec/2017
2425,569,3,31/Dec/2017
2426,570,3,31/Dec/2017
2427,571,1,31/Dec/2017
2428,572,4,31/Dec/2017
2429,573,3,31/Dec/2017
2430,574,5,31/Dec/2017
2431,575,2,31/Dec/2017
2432,576,3,31/Dec/2017
2433,577,5,31/Dec/2017
2434,578,3,31/Dec/2017
2435,579,2,31/Dec/2017
2436,581,4,31/Dec/2017
2437,583,2,31/Dec/2017
2438,584,1,31/Dec/2017
2439,585,3,31/Dec/2017
2440,586,4,31/Dec/2017
2441,588,3,31/Dec/2017
2442,589,1,31/Dec/2017
2443,590,4,31/Dec/2017
2444,591,2,31/Dec/2017
2445,593,5,31/Dec/2017
2446,594,1,31/Dec/2017
2447,595,3,31/Dec/2017
2448,596,3,31/Dec/2017
2449,597,3,31/Dec/2017
2450,598,1,31/Dec/2017
2451,600,2,31/Dec/2017
2452,601,5,31/Dec/2017
2453,602,1,31/Dec/2017
2454,604,5,31/Dec/2017
2455,605,5,31/Dec/2017
2456,606,3,31/Dec/2017
2457,607,3,31/Dec/2017
2458,609,5,31/Dec/2017
2459,610,2,31/Dec/2017
2460,611,2,31/Dec/2017
2461,612,4,31/Dec/2017
2462,613,1,31/Dec/2017
2463,614,1,31/Dec/2017
2464,615,3,31/Dec/2017
2465,616,4,31/Dec/2017
2466,617,2,31/Dec/2017
2467,618,3,31/Dec/2017
2468,619,4,31/Dec/2017
2469,620,3,31/Dec/2017
2470,622,2,31/Dec/2017
2471,623,5,31/Dec/2017
2472,624,2,31/Dec/2017
2473,626,3,31/Dec/2017
2474,627,3,31/Dec/2017
2475,629,3,31/Dec/2017
2476,632,5,31/Dec/2017
2477,633,4,31/Dec/2017
2478,634,3,31/Dec/2017
2479,635,3,31/Dec/2017
2480,636,1,31/Dec/2017
2481,638,4,31/Dec/2017
2482,639,5,31/Dec/2017
2483,640,4,31/Dec/2017
2484,641,3,31/Dec/2017
2485,642,4,31/Dec/2017
2486,643,4,31/Dec/2017
2487,644,3,31/Dec/2017
2488,645,4,31/Dec/2017
2489,646,3,31/Dec/2017
2490,647,4,31/Dec/2017
2491,649,2,31/Dec/2017
2492,651,1,31/Dec/2017
2493,652,3,31/Dec/2017
2494,653,3,31/Dec/2017
2495,654,2,31/Dec/2017
2496,655,3,31/Dec/2017
2497,656,3,31/Dec/2017
2498,657,2,31/Dec/2017
2499,658,1,31/Dec/2017
2500,659,4,31/Dec/2017
2501,660,4,31/Dec/2017
2502,661,3,31/Dec/2017
2503,663,2,31/Dec/2017
2504,664,3,31/Dec/2017
2505,666,3,31/Dec/2017
2506,667,4,31/Dec/2017
2507,668,2,31/Dec/2017
2508,669,4,31/Dec/2017
2509,670,5,31/Dec/2017
2510,672,5,31/Dec/2017
2511,673,1,31/Dec/2017
2512,675,2,31/Dec/2017
2513,676,3,31/Dec/2017
2514,677,1,31/Dec/2017
2515,678,3,31/Dec/2017
2516,679,3,31/Dec/2017
2517,680,3,31/Dec/2017
2518,681,3,31/Dec/2017
2519,682,3,31/Dec/2017
2520,683,5,31/Dec/2017
2521,684,3,31/Dec/2017
2522,685,3,31/Dec/2017
2523,686,3,31/Dec/2017
2524,687,4,31/Dec/2017
2525,688,3,31/Dec/2017
2526,689,4,31/Dec/2017
2527,690,4,31/Dec/2017
2528,691,5,31/Dec/2017
2529,692,3,31/Dec/2017
2530,693,3,31/Dec/2017
2531,694,5,31/Dec/2017
2532,695,2,31/Dec/2017
2533,696,3,31/Dec/2017
2534,698,3,31/Dec/2017
2535,699,2,31/Dec/2017
2536,700,5,31/Dec/2017
2537,701,3,31/Dec/2017
2538,702,1,31/Dec/2017
2539,703,4,31/Dec/2017
2540,704,3,31/Dec/2017
2541,705,2,31/Dec/2017
2542,706,3,31/Dec/2017
2543,707,4,31/Dec/2017
2544,708,1,31/Dec/2017
2545,709,4,31/Dec/2017
2546,710,2,31/Dec/2017
2547,711,1,31/Dec/2017
2548,712,4,31/Dec/2017
2549,713,2,31/Dec/2017
2550,714,3,31/Dec/2017
2551,715,2,31/Dec/2017
2552,716,2,31/Dec/2017
2553,717,4,31/Dec/2017
2554,718,2,31/Dec/2017
2555,719,3,31/Dec/2017
2556,720,1,31/Dec/2017
2557,721,3,31/Dec/2017
2558,722,3,31/Dec/2017
2559,723,1,31/Dec/2017
2560,724,2,31/Dec/2017
2561,725,4,31/Dec/2017
2562,726,3,31/Dec/2017
2563,727,2,31/Dec/2017
2564,728,2,31/Dec/2017
2565,729,2,31/Dec/2017
2566,730,3,31/Dec/2017
2567,731,3,31/Dec/2017
2568,732,3,31/Dec/2017
2569,733,3,31/Dec/2017
2570,734,5,31/Dec/2017
2571,735,2,31/Dec/2017
2572,736,2,31/Dec/2017
2573,737,2,31/Dec/2017
2574,738,3,31/Dec/2017
2575,739,4,31/Dec/2017
2576,740,3,31/Dec/2017
2577,741,3,31/Dec/2017
2578,742,3,31/Dec/2017
2579,743,3,31/Dec/2017
2580,744,1,31/Dec/2017
2581,745,3,31/Dec/2017
2582,746,2,31/Dec/2017
2583,747,1,31/Dec/2017
2584,748,2,31/Dec/2017
2585,749,3,31/Dec/2017
2586,750,1,31/Dec/2017
2587,751,2,31/Dec/2017
2588,752,3,31/Dec/2017
2589,753,5,31/Dec/2017
2590,754,3,31/Dec/2017
2591,755,3,31/Dec/2017
2592,757,4,31/Dec/2017
2593,758,3,31/Dec/2017
2594,759,4,31/Dec/2017
2595,760,5,31/Dec/2017
2596,761,2,31/Dec/2017
2597,762,4,31/Dec/2017
2598,763,3,31/Dec/2017
2599,764,3,31/Dec/2017
2600,765,2,31/Dec/2017
2601,767,3,31/Dec/2017
2602,768,4,31/Dec/2017
2603,770,1,31/Dec/2017
2604,771,4,31/Dec/2017
2605,772,1,31/Dec/2017
2606,773,1,31/Dec/2017
2607,774,4,31/Dec/2017
2608,775,1,31/Dec/2017
2609,776,2,31/Dec/2017
2610,777,3,31/Dec/2017
2611,778,3,31/Dec/2017
2612,780,3,31/Dec/2017
2613,782,4,31/Dec/2017
2614,783,4,31/Dec/2017
2615,784,3,31/Dec/2017
2616,785,1,31/Dec/2017
2617,786,2,31/Dec/2017
2618,787,2,31/Dec/2017
2619,788,1,31/Dec/2017
2620,789,2,31/Dec/2017
2621,790,3,31/Dec/2017
2622,791,4,31/Dec/2017
2623,792,3,31/Dec/2017
2624,793,3,31/Dec/2017
2625,795,2,31/Dec/2017
2626,796,3,31/Dec/2017
2627,797,3,31/Dec/2017
2628,798,1,31/Dec/2017
2629,800,3,31/Dec/2017
2630,801,3,31/Dec/2017
2631,802,1,31/Dec/2017
2632,803,4,31/Dec/2017
2633,805,4,31/Dec/2017
2634,806,4,31/Dec/2017
2635,807,2,31/Dec/2017
2636,808,4,31/Dec/2017
2637,809,3,31/Dec/2017
2638,810,4,31/Dec/2017
2639,811,2,31/Dec/2017
2640,812,2,31/Dec/2017
2641,813,4,31/Dec/2017
2642,814,3,31/Dec/2017
2643,815,4,31/Dec/2017
2644,816,2,31/Dec/2017
2645,817,4,31/Dec/2017
2646,818,1,31/Dec/2017
2647,819,3,31/Dec/2017
2648,820,1,31/Dec/2017
2649,821,3,31/Dec/2017
2650,822,3,31/Dec/2017
2651,823,5,31/Dec/2017
2652,824,2,31/Dec/2017
2653,825,2,31/Dec/2017
2654,826,3,31/Dec/2017
2655,827,3,31/Dec/2017
2656,828,4,31/Dec/2017
2657,829,1,31/Dec/2017
2658,830,3,31/Dec/2017
2659,831,4,31/Dec/2017
2660,832,2,31/Dec/2017
2661,833,4,31/Dec/2017
2662,836,3,31/Dec/2017
2663,838,3,31/Dec/2017
2664,840,3,31/Dec/2017
2665,841,5,31/Dec/2017
2666,842,3,31/Dec/2017
2667,843,4,31/Dec/2017
2668,844,4,31/Dec/2017
2669,845,3,31/Dec/2017
2670,846,3,31/Dec/2017
2671,847,3,31/Dec/2017
2672,848,2,31/Dec/2017
2673,849,4,31/Dec/2017
2674,850,3,31/Dec/2017
2675,851,2,31/Dec/2017
2676,852,5,31/Dec/2017
2677,853,4,31/Dec/2017
2678,854,2,31/Dec/2017
2679,855,4,31/Dec/2017
2680,856,3,31/Dec/2017
2681,857,2,31/Dec/2017
2682,858,3,31/Dec/2017
2683,859,2,31/Dec/2017
2684,860,4,31/Dec/2017
2685,861,4,31/Dec/2017
2686,862,2,31/Dec/2017
2687,863,3,31/Dec/2017
2688,864,5,31/Dec/2017
2689,865,3,31/Dec/2017
2690,866,1,31/Dec/2017
2691,867,4,31/Dec/2017
2692,868,2,31/Dec/2017
2693,869,3,31/Dec/2017
2694,870,2,31/Dec/2017
2695,871,3,31/Dec/2017
2696,872,1,31/Dec/2017
2697,873,2,31/Dec/2017
2698,874,4,31/Dec/2017
2699,875,4,31/Dec/2017
2700,876,3,31/Dec/2017
2701,877,2,31/Dec/2017
2702,878,2,31/Dec/2017
2703,879,4,31/Dec/2017
2704,880,4,31/Dec/2017
2705,881,4,31/Dec/2017
2706,883,3,31/Dec/2017
2707,884,3,31/Dec/2017
2708,885,3,31/Dec/2017
2709,886,4,31/Dec/2017
2710,887,4,31/Dec/2017
2711,888,4,31/Dec/2017
2712,889,3,31/Dec/2017
2713,890,1,31/Dec/2017
2714,891,3,31/Dec/2017
2715,892,3,31/Dec/2017
2716,893,3,31/Dec/2017
2717,894,4,31/Dec/2017
2718,895,5,31/Dec/2017
2719,896,3,31/Dec/2017
2720,897,3,31/Dec/2017
2721,898,4,31/Dec/2017
2722,899,3,31/Dec/2017
2723,900,3,31/Dec/2017
2724,901,5,31/Dec/2017
2725,902,4,31/Dec/2017
2726,903,2,31/Dec/2017
2727,904,3,31/Dec/2017
2728,905,4,31/Dec/2017
2729,906,1,31/Dec/2017
2730,907,4,31/Dec/2017
2731,908,4,31/Dec/2017
2732,910,3,31/Dec/2017
2733,911,4,31/Dec/2017
2734,912,1,31/Dec/2017
2735,913,4,31/Dec/2017
2736,914,3,31/Dec/2017
2737,915,5,31/Dec/2017
2738,916,3,31/Dec/2017
2739,917,1,31/Dec/2017
2740,918,2,31/Dec/2017
2741,919,2,31/Dec/2017
2742,920,4,31/Dec/2017
2743,921,3,31/Dec/2017
2744,922,1,31/Dec/2017
2745,923,3,31/Dec/2017
2746,924,2,31/Dec/2017
2747,926,3,31/Dec/2017
2748,927,2,31/Dec/2017
2749,928,3,31/Dec/2017
2750,929,3,31/Dec/2017
2751,930,5,31/Dec/2017
2752,931,2,31/Dec/2017
2753,932,2,31/Dec/2017
2754,933,4,31/Dec/2017
2755,934,3,31/Dec/2017
2756,935,2,31/Dec/2017
2757,936,1,31/Dec/2017
2758,937,3,31/Dec/2017
2759,938,2,31/Dec/2017
2760,939,2,31/Dec/2017
2761,940,2,31/Dec/2017
2762,941,3,31/Dec/2017
2763,942,3,31/Dec/2017
2764,943,3,31/Dec/2017
2765,945,3,31/Dec/2017
2766,946,5,31/Dec/2017
2767,947,2,31/Dec/2017
2768,948,1,31/Dec/2017
2769,949,2,31/Dec/2017
2770,950,2,31/Dec/2017
2771,951,3,31/Dec/2017
2772,952,1,31/Dec/2017
2773,953,4,31/Dec/2017
2774,954,3,31/Dec/2017
2775,956,3,31/Dec/2017
2776,957,4,31/Dec/2017
2777,960,3,31/Dec/2017
2778,961,5,31/Dec/2017
2779,962,4,31/Dec/2017
2780,963,2,31/Dec/2017
2781,964,4,31/Dec/2017
2782,965,3,31/Dec/2017
2783,966,3,31/Dec/2017
2784,967,4,31/Dec/2017
2785,968,4,31/Dec/2017
2786,969,3,31/Dec/2017
2787,970,4,31/Dec/2017
2788,971,2,31/Dec/2017
2789,972,3,31/Dec/2017
2790,973,2,31/Dec/2017
2791,974,4,31/Dec/2017
2792,975,3,31/Dec/2017
2793,977,2,31/Dec/2017
2794,978,5,31/Dec/2017
2795,979,4,31/Dec/2017
2796,980,3,31/Dec/2017
2797,981,4,31/Dec/2017
2798,982,4,31/Dec/2017
2799,983,5,31/Dec/2017
2800,984,3,31/Dec/2017
2801,986,2,31/Dec/2017
2802,987,4,31/Dec/2017
2803,988,3,31/Dec/2017
2804,989,3,31/Dec/2017
2805,990,4,31/Dec/2017
2806,991,3,31/Dec/2017
2807,992,5,31/Dec/2017
2808,993,2,31/Dec/2017
2809,994,3,31/Dec/2017
2810,995,4,31/Dec/2017
2811,996,1,31/Dec/2017
2812,997,3,31/Dec/2017
2813,998,4,31/Dec/2017
2814,999,3,31/Dec/2017
2815,1000,3,31/Dec/2017
2816,1001,3,31/Dec/2017
2817,1002,2,31/Dec/2017
2818,1003,2,31/Dec/2017
2819,1004,2,31/Dec/2017
2820,1005,3,31/Dec/2017
2821,1007,4,31/Dec/2017
2822,1008,3,31/Dec/2017
2823,1009,3,31/Dec/2017
2824,1010,4,31/Dec/2017
2825,1011,2,31/Dec/2017
2826,1012,3,31/Dec/2017
2827,1013,1,31/Dec/2017
2828,1014,5,31/Dec/2017
2829,1015,2,31/Dec/2017
2830,1016,3,31/Dec/2017
2831,1017,4,31/Dec/2017
2832,1018,4,31/Dec/2017
2833,1020,1,31/Dec/2017
2834,1021,3,31/Dec/2017
2835,1022,2,31/Dec/2017
2836,1023,1,31/Dec/2017
2837,1024,2,31/Dec/2017
2838,1025,2,31/Dec/2017
2839,1026,4,31/Dec/2017
2840,1027,3,31/Dec/2017
2841,1029,2,31/Dec/2017
2842,1030,4,31/Dec/2017
2843,1031,3,31/Dec/2017
2844,1032,2,31/Dec/2017
2845,1033,3,31/Dec/2017
2846,1034,5,31/Dec/2017
2847,1035,3,31/Dec/2017
2848,1036,4,31/Dec/2017
2849,1037,2,31/Dec/2017
2850,1038,3,31/Dec/2017
2851,1039,3,31/Dec/2017
2852,1041,2,31/Dec/2017
2853,1042,2,31/Dec/2017
2854,1043,5,31/Dec/2017
2855,1044,2,31/Dec/2017
2856,1045,4,31/Dec/2017
2857,1047,5,31/Dec/2017
2858,1048,2,31/Dec/2017
2859,1049,3,31/Dec/2017
2860,1050,3,31/Dec/2017
2861,1051,2,31/Dec/2017
2862,1053,3,31/Dec/2017
2863,1054,2,31/Dec/2017
2864,1055,4,31/Dec/2017
2865,1056,3,31/Dec/2017
2866,1057,4,31/Dec/2017
2867,1058,5,31/Dec/2017
2868,1059,3,31/Dec/2017
2869,1060,4,31/Dec/2017
2870,1061,2,31/Dec/2017
2871,1062,2,31/Dec/2017
2872,1063,5,31/Dec/2017
2873,1064,3,31/Dec/2017
2874,1065,3,31/Dec/2017
2875,1066,2,31/Dec/2017
2876,1067,3,31/Dec/2017
2877,1068,1,31/Dec/2017
2878,1069,4,31/Dec/2017
2879,1070,3,31/Dec/2017
2880,1072,2,31/Dec/2017
2881,1073,2,31/Dec/2017
2882,1074,3,31/Dec/2017
2883,1075,5,31/Dec/2017
2884,1076,3,31/Dec/2017
2885,1077,2,31/Dec/2017
2886,1078,3,31/Dec/2017
2887,1079,3,31/Dec/2017
2888,1080,3,31/Dec/2017
2889,1081,1,31/Dec/2017
2890,1082,3,31/Dec/2017
2891,1083,5,31/Dec/2017
2892,1084,3,31/Dec/2017
2893,1085,1,31/Dec/2017
2894,1086,5,31/Dec/2017
2895,1087,2,31/Dec/2017
2896,1088,4,31/Dec/2017
2897,1089,4,31/Dec/2017
2898,1090,4,31/Dec/2017
2899,1091,2,31/Dec/2017
2900,1092,3,31/Dec/2017
2901,1093,1,31/Dec/2017
2902,1094,4,31/Dec/2017
2903,1095,2,31/Dec/2017
2904,1096,1,31/Dec/2017
2905,1097,3,31/Dec/2017
2906,1098,1,31/Dec/2017
2907,1100,2,31/Dec/2017
2908,1101,4,31/Dec/2017
2909,1102,3,31/Dec/2017
2910,1103,2,31/Dec/2017
2911,1104,5,31/Dec/2017
2912,1105,1,31/Dec/2017
2913,1106,3,31/Dec/2017
2914,1107,2,31/Dec/2017
2915,1108,1,31/Dec/2017
2916,1109,5,31/Dec/2017
2917,1110,3,31/Dec/2017
2918,1111,2,31/Dec/2017
2919,1112,4,31/Dec/2017
2920,1113,4,31/Dec/2017
2921,1114,2,31/Dec/2017
2922,1115,1,31/Dec/2017
2923,1116,2,31/Dec/2017
2924,1117,3,31/Dec/2017
2925,1118,3,31/Dec/2017
2926,1119,1,31/Dec/2017
2927,1120,4,31/Dec/2017
2928,1121,3,31/Dec/2017
2929,1122,5,31/Dec/2017
2930,1123,2,31/Dec/2017
2931,1124,2,31/Dec/2017
2932,1125,1,31/Dec/2017
2933,1126,4,31/Dec/2017
2934,1127,4,31/Dec/2017
2935,1128,4,31/Dec/2017
2936,1129,5,31/Dec/2017
2937,1130,4,31/Dec/2017
2938,1131,3,31/Dec/2017
2939,1132,1,31/Dec/2017
2940,1133,4,31/Dec/2017
2941,1134,4,31/Dec/2017
2942,1135,4,31/Dec/2017
2943,1136,4,31/Dec/2017
2944,1137,2,31/Dec/2017
2945,1138,5,31/Dec/2017
2946,1139,5,31/Dec/2017
2947,1140,4,31/Dec/2017
2948,1141,3,31/Dec/2017
2949,1142,3,31/Dec/2017
2950,1143,3,31/Dec/2017
2951,1144,5,31/Dec/2017
2952,1145,4,31/Dec/2017
2953,1146,1,31/Dec/2017
2954,1147,1,31/Dec/2017
2955,1148,1,31/Dec/2017
2956,1149,3,31/Dec/2017
2957,1150,3,31/Dec/2017
2958,1151,2,31/Dec/2017
2959,1152,2,31/Dec/2017
2960,1153,5,31/Dec/2017
2961,1154,4,31/Dec/2017
2962,1155,3,31/Dec/2017
2963,1156,4,31/Dec/2017
2964,1157,3,31/Dec/2017
2965,1158,2,31/Dec/2017
2966,1159,3,31/Dec/2017
2967,1160,4,31/Dec/2017
2968,1161,4,31/Dec/2017
2969,1207,2,31/Dec/2017
2970,1218,5,31/Dec/2017
2971,2,4,31/Dec/2018
2972,3,4,31/Dec/2018
2973,4,2,31/Dec/2018
2974,5,1,31/Dec/2018
2975,6,4,31/Dec/2018
2976,8,3,31/Dec/2018
2977,10,2,31/Dec/2018
2978,11,1,31/Dec/2018
2979,12,3,31/Dec/2018
2980,13,4,31/Dec/2018
2981,14,1,31/Dec/2018
2982,15,3,31/Dec/2018
2983,16,2,31/Dec/2018
2984,17,2,31/Dec/2018
2985,18,3,31/Dec/2018
2986,19,2,31/Dec/2018
2987,20,4,31/Dec/2018
2988,21,1,31/Dec/2018
2989,22,2,31/Dec/2018
2990,23,4,31/Dec/2018
2991,24,1,31/Dec/2018
2992,25,3,31/Dec/2018
2993,26,3,31/Dec/2018
2994,27,4,31/Dec/2018
2995,28,3,31/Dec/2018
2996,29,4,31/Dec/2018
2997,30,2,31/Dec/2018
2998,32,5,31/Dec/2018
2999,33,5,31/Dec/2018
3000,34,3,31/Dec/2018
3001,35,1,31/Dec/2018
3002,36,4,31/Dec/2018
3003,37,3,31/Dec/2018
3004,38,4,31/Dec/2018
3005,39,3,31/Dec/2018
3006,41,4,31/Dec/2018
3007,42,4,31/Dec/2018
3008,43,3,31/Dec/2018
3009,44,3,31/Dec/2018
3010,45,4,31/Dec/2018
3011,46,5,31/Dec/2018
3012,47,4,31/Dec/2018
3013,48,3,31/Dec/2018
3014,50,2,31/Dec/2018
3015,51,1,31/Dec/2018
3016,54,3,31/Dec/2018
3017,55,3,31/Dec/2018
3018,56,1,31/Dec/2018
3019,57,2,31/Dec/2018
3020,58,4,31/Dec/2018
3021,59,3,31/Dec/2018
3022,60,5,31/Dec/2018
3023,62,4,31/Dec/2018
3024,64,1,31/Dec/2018
3025,65,2,31/Dec/2018
3026,66,4,31/Dec/2018
3027,67,2,31/Dec/2018
3028,68,3,31/Dec/2018
3029,69,3,31/Dec/2018
3030,70,5,31/Dec/2018
3031,71,4,31/Dec/2018
3032,72,3,31/Dec/2018
3033,74,3,31/Dec/2018
3034,75,3,31/Dec/2018
3035,77,3,31/Dec/2018
3036,78,3,31/Dec/2018
3037,79,2,31/Dec/2018
3038,80,4,31/Dec/2018
3039,81,4,31/Dec/2018
3040,83,3,31/Dec/2018
3041,84,3,31/Dec/2018
3042,85,3,31/Dec/2018
3043,86,3,31/Dec/2018
3044,87,3,31/Dec/2018
3045,88,2,31/Dec/2018
3046,89,4,31/Dec/2018
3047,90,3,31/Dec/2018
3048,91,3,31/Dec/2018
3049,92,3,31/Dec/2018
3050,93,2,31/Dec/2018
3051,94,4,31/Dec/2018
3052,96,3,31/Dec/2018
3053,97,1,31/Dec/2018
3054,98,4,31/Dec/2018
3055,99,4,31/Dec/2018
3056,100,3,31/Dec/2018
3057,101,5,31/Dec/2018
3058,102,4,31/Dec/2018
3059,104,3,31/Dec/2018
3060,105,1,31/Dec/2018
3061,106,4,31/Dec/2018
3062,107,3,31/Dec/2018
3063,108,3,31/Dec/2018
3064,109,4,31/Dec/2018
3065,110,4,31/Dec/2018
3066,111,3,31/Dec/2018
3067,112,1,31/Dec/2018
3068,113,3,31/Dec/2018
3069,114,4,31/Dec/2018
3070,115,3,31/Dec/2018
3071,116,2,31/Dec/2018
3072,118,4,31/Dec/2018
3073,119,1,31/Dec/2018
3074,120,3,31/Dec/2018
3075,121,2,31/Dec/2018
3076,122,3,31/Dec/2018
3077,123,2,31/Dec/2018
3078,124,3,31/Dec/2018
3079,125,3,31/Dec/2018
3080,127,3,31/Dec/2018
3081,128,3,31/Dec/2018
3082,129,2,31/Dec/2018
3083,130,4,31/Dec/2018
3084,131,4,31/Dec/2018
3085,132,3,31/Dec/2018
3086,134,3,31/Dec/2018
3087,135,3,31/Dec/2018
3088,136,3,31/Dec/2018
3089,137,3,31/Dec/2018
3090,139,5,31/Dec/2018
3091,140,4,31/Dec/2018
3092,141,4,31/Dec/2018
3093,143,2,31/Dec/2018
3094,144,3,31/Dec/2018
3095,145,3,31/Dec/2018
3096,146,3,31/Dec/2018
3097,148,4,31/Dec/2018
3098,149,3,31/Dec/2018
3099,150,4,31/Dec/2018
3100,151,2,31/Dec/2018
3101,152,4,31/Dec/2018
3102,153,3,31/Dec/2018
3103,154,2,31/Dec/2018
3104,155,3,31/Dec/2018
3105,156,5,31/Dec/2018
3106,157,3,31/Dec/2018
3107,159,3,31/Dec/2018
